ens_gene,Symbol,Uniq_syms,entrez,Gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Tyro3,Tyro3,Tyro3,22174,TYRO3 protein tyrosine kinase 3,104.84788,-0.008040034,0.071586543,0.722354896,0.959266141
Iars1,Iars1,Iars1,105148,isoleucyl-tRNA synthetase 1,1872.377176,-0.011630736,0.055595011,0.72243047,0.959266141
Ppm1j,Ppm1j,Ppm1j,71887,protein phosphatase 1J,3606.663467,0.011955042,0.046773067,0.722441339,0.959266141
ENSMUSG00000117245.1,NA,ENSMUSG00000117245.1,NA,NA,5.655481052,0.0035243,0.091446805,0.722451507,NA
Gm5846,Gm5846,Gm5846,545519,U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2 pseudogene,3.623893764,-0.003013125,0.093755076,0.722551379,NA
Mss51,Mss51,Mss51,74843,MSS51 mitochondrial translational activator,166.4068496,-0.00796732,0.071855521,0.722580872,0.959266141
Or3a1d,Or3a1d,Or3a1d,258704,olfactory receptor family 3 subfamily A member 1D,3.320493118,0.002568057,0.095824461,0.722603581,NA
ENSMUSG00000082185.1,NA,ENSMUSG00000082185.1,NA,NA,5.537123614,-0.003493233,0.091572696,0.722647399,NA
Nemp2,Nemp2,Nemp2,227094,nuclear envelope integral membrane protein 2,1244.131189,-0.010941382,0.059807413,0.722761229,0.959266141
Gfi1,Gfi1,Gfi1,14581,growth factor independent 1 transcription repressor,950.8021083,0.010802924,0.060482533,0.722766719,0.959266141
ENSMUSG00000086347.1,NA,ENSMUSG00000086347.1,NA,NA,5.191133734,-0.003171838,0.093010521,0.722847748,NA
Pelo,Pelo,Pelo,105083,pelota mRNA surveillance and ribosome rescue factor,57.23216935,-0.007235079,0.074937163,0.722867788,0.959266141
Dhx8,Dhx8,Dhx8,217207,DEAH-box helicase 8,2721.487623,0.01172556,0.054535533,0.722901848,0.959266141
Bak1,Bak1,Bak1,12018,BCL2-antagonist/killer 1,701.7027993,-0.009541237,0.065657917,0.723045185,0.959266141
Gm33023,Gm33023,Gm33023,102635769,"predicted gene, 33023",9.048730105,0.004157061,0.088624315,0.723082461,NA
Zfp354c,Zfp354c,Zfp354c,30944,zinc finger protein 354C,77.38973323,-0.006559057,0.077940157,0.723082602,0.959266141
Sav1,Sav1,Sav1,64010,salvador family WW domain containing 1,134.3554986,-0.008681922,0.06893471,0.723118535,0.959266141
ENSMUSG00000089453.1,NA,ENSMUSG00000089453.1,NA,NA,13.69915468,-0.004459011,0.087307989,0.723152525,NA
Exo5,Exo5,Exo5,73172,exonuclease 5,765.2375406,-0.010515191,0.061720068,0.723159216,0.959266141
Tomm6os,Tomm6os,Tomm6os,100415787,"translocase of outer mitochondrial membrane 6, opposite strand",10.7071499,-0.004251275,0.088204128,0.723225244,NA
Gm26008,Gm26008,Gm26008,115490450,"predicted gene, 26008",4.09167769,-0.003208624,0.092817834,0.723262197,NA
ENSMUSG00000117525.1,NA,ENSMUSG00000117525.1,NA,NA,8.196066214,0.00374241,0.090425932,0.723263732,NA
ENSMUSG00000113816.1,NA,ENSMUSG00000113816.1,NA,NA,22.17998059,-0.005595246,0.082295315,0.723271279,NA
ENSMUSG00000107013.1,NA,ENSMUSG00000107013.1,NA,NA,1.752274195,0.002235583,0.097364384,0.723299838,NA
A530072M11Rik,A530072M11Rik,A530072M11Rik,100415915,RIKEN cDNA gene A530072M11,161.4945313,-0.008368768,0.070138362,0.723308524,0.959266141
Bap1,Bap1,Bap1,104416,Brca1 associated protein 1,2198.926289,0.011524861,0.056131734,0.723317664,0.959266141
Zcchc18,Zcchc18,Zcchc18,66995,"zinc finger, CCHC domain containing 18",1664.194334,0.011829738,0.053062242,0.723351644,0.959266141
Rnf126,Rnf126,Rnf126,70294,ring finger protein 126,738.1626624,0.011192367,0.058322296,0.723351839,0.959266141
Rbm42,Rbm42,Rbm42,68035,RNA binding motif protein 42,18.42665338,0.004998533,0.0849349,0.723391873,NA
G6pd2,G6pd2,G6pd2,14380,glucose-6-phosphate dehydrogenase 2,1.758347184,0.002205016,0.097505363,0.723404418,NA
ENSMUSG00000115017.1,NA,ENSMUSG00000115017.1,NA,NA,28.46608884,-0.00549157,0.082745904,0.723414949,NA
Prr12,Prr12,Prr12,233210,proline rich 12,276.8699669,-0.009319316,0.066445085,0.723473894,0.959266141
Lta4h,Lta4h,Lta4h,16993,leukotriene A4 hydrolase,3786.318579,-0.011543168,0.055908003,0.723551542,0.959266141
Gm11510,Gm11510,Gm11510,100416733,predicted gene 11510,47.51290339,0.006370656,0.078737671,0.723594566,0.959266141
3010003L21Rik,3010003L21Rik,3010003L21Rik,109163,RIKEN cDNA 3010003L21 gene,37.09767617,-0.005693364,0.081816339,0.723628973,0.959266141
Gpank1,Gpank1,Gpank1,81845,G patch domain and ankyrin repeats 1,823.5068179,-0.010844856,0.060092068,0.723705788,0.959266141
Slc27a2,Slc27a2,Slc27a2,26458,"solute carrier family 27 (fatty acid transporter), member 2",1.571551248,-0.001750702,0.099696081,0.723804502,NA
Cacna1b,Cacna1b,Cacna1b,12287,"calcium channel, voltage-dependent, N type, alpha 1B subunit",2.406454346,0.002179187,0.097607504,0.723886727,NA
ENSMUSG00000109482.2,NA,ENSMUSG00000109482.2,NA,NA,1.666143226,-0.002153673,0.097726222,0.723963316,NA
Isl2,Isl2,Isl2,104360,insulin related protein 2 (islet 2),1.846408738,0.002042042,0.098260583,0.723999347,NA
Fnta,Fnta,Fnta,14272,"farnesyltransferase, CAAX box, alpha",2974.094609,0.011656567,0.05473017,0.724017591,0.959444221
Marcks,Marcks,Marcks,17118,myristoylated alanine rich protein kinase C substrate,105.6036185,-0.003765445,0.090270776,0.724043075,0.959444221
Gm7432,Gm7432,Gm7432,664975,ribosomal protein S2 pseudogene,4.227482813,0.003032379,0.09357664,0.724098708,NA
ENSMUSG00000081669.1,NA,ENSMUSG00000081669.1,NA,NA,21.84059864,0.005516514,0.082563495,0.724115568,NA
Zdhhc13,Zdhhc13,Zdhhc13,243983,"zinc finger, DHHC domain containing 13",872.2460846,0.010615281,0.061087818,0.724177808,0.959444221
Zfp791,Zfp791,Zfp791,244556,zinc finger protein 791,1.965892131,-0.001802669,0.099420074,0.724228453,NA
Xrn2,Xrn2,Xrn2,24128,5'-3' exoribonuclease 2,13354.0797,0.011549676,0.055586691,0.724296792,0.959444221
Rims3,Rims3,Rims3,242662,regulating synaptic membrane exocytosis 3,53.44836826,-0.006625991,0.077483979,0.724339547,0.959444221
Daam2,Daam2,Daam2,76441,dishevelled associated activator of morphogenesis 2,5.529362691,-0.003400471,0.091880009,0.724350038,NA
Ebpl,Ebpl,Ebpl,68177,emopamil binding protein-like,1004.917028,0.010548243,0.061355063,0.724377526,0.959444221
ENSMUSG00000112797.1,NA,ENSMUSG00000112797.1,NA,NA,6.040030528,-0.002891459,0.094214108,0.724388426,NA
Myo19,Myo19,Myo19,66196,myosin XIX,99.25214355,0.007644375,0.07297137,0.724394719,0.959444221
ENSMUSG00000108405.1,NA,ENSMUSG00000108405.1,NA,NA,2.642256228,-0.002403645,0.096508738,0.724505097,NA
ENSMUSG00000105848.1,NA,ENSMUSG00000105848.1,NA,NA,30.43907747,0.005109953,0.084340184,0.724519204,NA
Plekha6,Plekha6,Plekha6,240753,"pleckstrin homology domain containing, family A member 6",196.0460095,-0.008882156,0.067955846,0.724661001,0.959444221
Pomt1,Pomt1,Pomt1,99011,protein-O-mannosyltransferase 1,83.79906478,-0.006920202,0.076099032,0.724762452,0.959444221
Ell2,Ell2,Ell2,192657,elongation factor for RNA polymerase II 2,492.1518212,-0.010393147,0.061965735,0.724795393,0.959444221
Gga2,Gga2,Gga2,74105,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",128.2263997,-0.007282328,0.074481695,0.724814283,0.959444221
ENSMUSG00000116348.1,NA,ENSMUSG00000116348.1,NA,NA,4.863799895,-0.003097617,0.093227909,0.724905243,NA
Zfp58,Zfp58,Zfp58,238693,zinc finger protein 58,207.023013,-0.009735802,0.064636623,0.724906169,0.959444221
Plcg1,Plcg1,Plcg1,18803,"phospholipase C, gamma 1",5531.173989,-0.011737184,0.053367087,0.724924853,0.959444221
Gpr82,Gpr82,Gpr82,319200,G protein-coupled receptor 82,1.558710771,0.001823873,0.099287897,0.724934099,NA
2300009A05Rik,2300009A05Rik,2300009A05Rik,69478,RIKEN cDNA 2300009A05 gene,136.7729042,0.008740447,0.068465579,0.724943552,0.959444221
Nme7,Nme7,Nme7,171567,NME/NM23 family member 7,384.1066908,-0.01031914,0.062249256,0.725001131,0.959444221
ENSMUSG00000051255.6,NA,ENSMUSG00000051255.6,NA,NA,387.7553119,0.008960547,0.067584929,0.725175322,0.959569828
ENSMUSG00000110291.1,NA,ENSMUSG00000110291.1,NA,NA,5.821739918,-0.003025499,0.093542543,0.725226209,NA
Scaf11,Scaf11,Scaf11,72193,SR-related CTD-associated factor 11,2782.013822,0.011748056,0.053014221,0.725250865,0.959569828
Dnah3,Dnah3,Dnah3,381917,"dynein, axonemal, heavy chain 3",1.985143477,-0.001911215,0.09883534,0.725499027,NA
Spindoc,Spindoc,Spindoc,68229,spindlin interactor and repressor of chromatin binding,283.8128776,0.009896328,0.063900743,0.725574828,0.959783899
ENSMUSG00000085172.1,NA,ENSMUSG00000085172.1,NA,NA,101.4552378,-0.008292683,0.070140508,0.725603931,0.959783899
ENSMUSG00000096841.1,NA,ENSMUSG00000096841.1,NA,NA,6.662787846,-0.002955597,0.093845636,0.725605644,NA
Zfp764,Zfp764,Zfp764,233893,zinc finger protein 764,348.2875319,0.009877776,0.063964159,0.725644942,0.959783899
Mcmdc2,Mcmdc2,Mcmdc2,240697,minichromosome maintenance domain containing 2,12.42319477,0.004535391,0.08676444,0.725753701,NA
Pole,Pole,Pole,18973,"polymerase (DNA directed), epsilon",316.7099842,-0.008188571,0.070538411,0.725762089,0.959809657
ENSMUSG00000115801.1,NA,ENSMUSG00000115801.1,NA,NA,3.946523768,-0.002860488,0.094279617,0.725799337,NA
Ldha,Ldha,Ldha,16828,lactate dehydrogenase A,8314.828933,-0.011820922,0.051015436,0.725857334,0.959809657
Trbj1-2,Trbj1-2,Trbj1-2,100125249,T cell receptor beta joining 1-2,608.41519,-0.011258449,0.057231442,0.725907299,0.959809657
Srr,Srr,Srr,27364,serine racemase,196.120758,0.008469737,0.069385004,0.725994509,0.959809657
Pax8,Pax8,Pax8,18510,paired box 8,2.07520872,0.002414164,0.096384932,0.726028962,NA
H2-T10,H2-T10,H2-T10,15024,"histocompatibility 2, T region locus 10",1849.262134,0.011317878,0.056769441,0.726087003,0.959809657
Trappc14,Trappc14,Trappc14,231807,trafficking protein particle complex 14,1283.857423,0.010127151,0.06287137,0.72612899,0.959809657
Gm15008,Gm15008,Gm15008,100534633,predicted gene 15008,5.75248145,-0.003449707,0.091540422,0.72616445,NA
Nab2,Nab2,Nab2,17937,Ngfi-A binding protein 2,162.2320014,0.007891056,0.071696044,0.726228389,0.959838694
Selenbp1,Selenbp1,Selenbp1,20341,selenium binding protein 1,8.193019877,-0.003958796,0.089256627,0.726301366,NA
Nme4,Nme4,Nme4,56520,NME/NM23 nucleoside diphosphate kinase 4,6.148891283,-0.003129801,0.09299211,0.726355493,NA
Slc18b1,Slc18b1,Slc18b1,76306,"solute carrier family 18, subfamily B, member 1",1.480169765,0.001918092,0.098762742,0.72647724,NA
Pknox1,Pknox1,Pknox1,18771,Pbx/knotted 1 homeobox,2276.050968,0.011278503,0.056915969,0.726514606,0.95989807
Gm8188,Gm8188,Gm8188,666611,mitogen-activated protein kinase kinase kinase 7 pseudogene,2.030451613,0.002442785,0.09622199,0.726557844,NA
9130230L23Rik,9130230L23Rik,9130230L23Rik,231253,RIKEN cDNA 9130230L23 gene,2.066273962,0.002257168,0.09711335,0.726565106,NA
Elapor1,Elapor1,Elapor1,229722,endosome-lysosome associated apoptosis and autophagy regulator 1,10.33183255,-0.004300127,0.087730693,0.726591784,NA
Tbccd1,Tbccd1,Tbccd1,70573,TBCC domain containing 1,590.2519317,-0.010684658,0.060284853,0.726629885,0.95989807
ENSMUSG00000087314.1,NA,ENSMUSG00000087314.1,NA,NA,5.860509782,-0.003552083,0.091046915,0.72663583,NA
Gm4600,Gm4600,Gm4600,100043709,ribosomal protein L9 pseudogene,28.82596157,-0.005895024,0.080570779,0.72665427,NA
Gm5106,Gm5106,Gm5106,330031,predicted gene 5106,47.93671644,0.00504626,0.084417274,0.7267431,0.95989807
Polr3e,Polr3e,Polr3e,26939,polymerase (RNA) III (DNA directed) polypeptide E,725.5423708,-0.010036926,0.063125945,0.726866675,0.95989807
ENSMUSG00000082195.3,NA,ENSMUSG00000082195.3,NA,NA,2.329257845,0.00257664,0.095565191,0.72688443,NA
ENSMUSG00000110706.1,NA,ENSMUSG00000110706.1,NA,NA,1.990566291,0.002155814,0.097585014,0.726958724,NA
Flii,Flii,Flii,14248,flightless I actin binding protein,4060.99446,0.011776475,0.05063352,0.727083544,0.95989807
Mtx3,Mtx3,Mtx3,382793,metaxin 3,141.673889,-0.007794769,0.071984629,0.727094972,0.95989807
Gpr19,Gpr19,Gpr19,14760,G protein-coupled receptor 19,75.94508929,0.006600484,0.077263438,0.727096415,0.95989807
Ift52,Ift52,Ift52,245866,intraflagellar transport 52,1725.930736,-0.011461991,0.055277365,0.727100918,0.95989807
Rnf208,Rnf208,Rnf208,68846,ring finger protein 208,2.67929726,-0.00218916,0.097415809,0.727134989,NA
ENSMUSG00000064193.8,NA,ENSMUSG00000064193.8,NA,NA,25.95327503,-0.005536629,0.082160154,0.727163747,NA
Virma,Virma,Virma,66185,vir like m6A methyltransferase associated,2543.536715,0.010307236,0.0619261,0.727169112,0.95989807
Pxmp2,Pxmp2,Pxmp2,19301,peroxisomal membrane protein 2,71.53653172,-0.006901976,0.075873129,0.727211206,0.95989807
Tcf7l1,Tcf7l1,Tcf7l1,21415,"transcription factor 7 like 1 (T cell specific, HMG box)",14.53660142,0.004723726,0.085808859,0.727233193,NA
Ero1a,Ero1a,Ero1a,50527,endoplasmic reticulum oxidoreductase 1 alpha,1436.482704,0.010369483,0.061627681,0.727298288,0.95989807
Ddx28,Ddx28,Ddx28,71986,DEAD box helicase 28,2193.787395,-0.011681956,0.052614626,0.727305304,0.95989807
ENSMUSG00000081143.2,NA,ENSMUSG00000081143.2,NA,NA,52.54754645,-0.006035157,0.07984721,0.72733541,0.95989807
Hip1r,Hip1r,Hip1r,29816,huntingtin interacting protein 1 related,2105.897666,-0.01100705,0.05840958,0.727357419,0.95989807
Gm14780,Gm14780,Gm14780,100302595,valyl-tRNA synthetase pseudogene,1.703938267,-0.002099201,0.0978395,0.727419386,NA
Rccd1,Rccd1,Rccd1,269955,RCC1 domain containing 1,259.7416366,-0.009301609,0.065950952,0.72749251,0.95991159
Csf2rb2,Csf2rb2,Csf2rb2,12984,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)",2.858532651,0.002004323,0.098297979,0.727514156,NA
ENSMUSG00000080984.1,NA,ENSMUSG00000080984.1,NA,NA,164.8328645,0.006644043,0.077003993,0.727577189,0.95991159
Gm11839,Gm11839,Gm11839,230010,"poly A binding protein, cytoplasmic 4 pseudogene",36.86226329,-0.005650168,0.081593726,0.727605003,0.95991159
ENSMUSG00000115082.1,NA,ENSMUSG00000115082.1,NA,NA,4.872154747,-0.003034713,0.093355819,0.727659287,NA
Rtl8c,Rtl8c,Rtl8c,72865,retrotransposon Gag like 8C,41.56775888,-0.005529916,0.082137475,0.727677413,0.95991159
Adamtsl5,Adamtsl5,Adamtsl5,66548,ADAMTS-like 5,4.11038602,-0.002692206,0.094967292,0.727762417,NA
ENSMUSG00000086546.1,NA,ENSMUSG00000086546.1,NA,NA,3.285894058,-0.00265839,0.095126924,0.727793871,NA
ENSMUSG00000105277.1,NA,ENSMUSG00000105277.1,NA,NA,2.416375539,-0.002546852,0.095659739,0.727813098,NA
Gm11585,Gm11585,Gm11585,666411,Ppih pseudogene,23.20528177,-0.004913251,0.084911253,0.727838963,NA
Snord89,Snord89,Snord89,100217461,"small nucleolar RNA, C/D box 89",27.74979742,-0.005224977,0.08350644,0.727866063,NA
Mtmr10,Mtmr10,Mtmr10,233315,myotubularin related protein 10,221.4406523,0.008932222,0.067324204,0.727894979,0.96009642
ENSMUSG00000105774.1,NA,ENSMUSG00000105774.1,NA,NA,14.10710189,0.004429395,0.087050495,0.727966517,NA
Tmem177,Tmem177,Tmem177,66343,transmembrane protein 177,278.4826323,0.008477374,0.069086463,0.728012528,0.960149303
ENSMUSG00000104830.1,NA,ENSMUSG00000104830.1,NA,NA,4.515091235,0.003092971,0.093054079,0.728154651,NA
ENSMUSG00000118240.1,NA,ENSMUSG00000118240.1,NA,NA,4.526609889,0.002772404,0.094561546,0.728198539,NA
Zfp747,Zfp747,Zfp747,269997,zinc finger protein 747,440.5322923,0.010641594,0.060175394,0.72821183,0.960309984
Gm10284,Gm10284,Gm10284,100040634,glyceraldehyde-3-phosphate dehydrogenase pseudogene,2.636675991,-0.00268745,0.09495855,0.728342838,NA
ENSMUSG00000112971.1,NA,ENSMUSG00000112971.1,NA,NA,20.23858948,-0.005253771,0.083320617,0.728429389,NA
Mir7072,Mir7072,Mir7072,102466800,microRNA 7072,5.110127559,0.002764645,0.094579945,0.728531721,NA
Nop56,Nop56,Nop56,67134,NOP56 ribonucleoprotein,3888.095766,0.011504479,0.054208252,0.728583904,0.960618837
Ubxn2b,Ubxn2b,Ubxn2b,68053,UBX domain protein 2B,1633.582674,0.010864,0.058924823,0.728601025,0.960618837
Igkv6-17,Igkv6-17,Igkv6-17,667865,immunoglobulin kappa variable 6-17,4.717190254,-0.001129746,0.103544749,0.728793422,NA
Pdia2,Pdia2,Pdia2,69191,protein disulfide isomerase associated 2,4.717915872,-0.002419203,0.096220992,0.728873354,NA
Gm23207,Gm23207,Gm23207,115488981,"predicted gene, 23207",2.060480524,-0.002087188,0.097823946,0.729130183,NA
Srxn1,Srxn1,Srxn1,76650,sulfiredoxin 1 homolog (S. cerevisiae),170.6649722,0.008264058,0.069788405,0.729131915,0.961129739
Yipf2,Yipf2,Yipf2,74766,"Yip1 domain family, member 2",104.0678875,0.007048572,0.074964563,0.7291436,0.961129739
Itga9,Itga9,Itga9,104099,integrin alpha 9,9.470360967,0.00326662,0.092183979,0.729179617,NA
ENSMUSG00000108046.1,NA,ENSMUSG00000108046.1,NA,NA,7.744420603,0.003872506,0.089422418,0.72930188,NA
ENSMUSG00000110532.1,NA,ENSMUSG00000110532.1,NA,NA,101.1402111,-0.007273789,0.07392231,0.72943677,0.961283424
ENSMUSG00000104687.1,NA,ENSMUSG00000104687.1,NA,NA,3.529969781,0.002812383,0.094300896,0.729451392,NA
B9d1,B9d1,B9d1,27078,B9 protein domain 1,4.192111872,0.002608903,0.095275061,0.729463258,NA
ENSMUSG00000087042.1,NA,ENSMUSG00000087042.1,NA,NA,9.394866257,-0.004115617,0.088321529,0.729504692,NA
Coa8,Coa8,Coa8,68020,cytochrome c oxidase assembly factor 8,839.1729514,0.011049965,0.057583475,0.729508057,0.961283424
ENSMUSG00000101589.1,NA,ENSMUSG00000101589.1,NA,NA,3.27228833,-0.002841376,0.09415774,0.72954067,NA
Fth1,Fth1,Fth1,14319,ferritin heavy polypeptide 1,10440.14796,-0.011412469,0.054710819,0.729582594,0.961283424
Atpaf2,Atpaf2,Atpaf2,246782,ATP synthase mitochondrial F1 complex assembly factor 2,1190.229353,0.00993338,0.063114268,0.729593212,0.961283424
ENSMUSG00000110982.1,NA,ENSMUSG00000110982.1,NA,NA,1.889629393,-0.001578718,0.1003788,0.729652102,NA
ENSMUSG00000092409.1,NA,ENSMUSG00000092409.1,NA,NA,10.53249319,-0.004390963,0.087075433,0.729752287,NA
ENSMUSG00000118004.1,NA,ENSMUSG00000118004.1,NA,NA,5.562231816,-0.003044875,0.093181179,0.72977436,NA
Gnas,Gnas,Gnas,14683,GNAS complex locus,882.7659297,0.01024956,0.061717012,0.729786795,0.961283424
Rbm41,Rbm41,Rbm41,237073,RNA binding motif protein 41,399.346114,-0.009082515,0.066476082,0.729803489,0.961283424
Itgad,Itgad,Itgad,381924,"integrin, alpha D",71.15519087,0.006233835,0.07862993,0.729841652,0.961283424
Zfp11,Zfp11,Zfp11,22648,zinc finger protein 11,145.0572422,0.008004614,0.070738669,0.729928881,0.961283424
Vps53,Vps53,Vps53,68299,VPS53 GARP complex subunit,1559.117151,0.011603992,0.051832981,0.729974278,0.961283424
ENSMUSG00000064637.1,NA,ENSMUSG00000064637.1,NA,NA,1.770019032,0.002150207,0.097477716,0.729983262,NA
Slc12a4,Slc12a4,Slc12a4,20498,"solute carrier family 12, member 4",722.5975626,0.00969823,0.0640032,0.730080797,0.961283424
Pdia4,Pdia4,Pdia4,12304,protein disulfide isomerase associated 4,4321.872929,0.011633661,0.047471979,0.730113217,0.961283424
Gm15464,Gm15464,Gm15464,100504573,predicted gene 15464,19.8392654,0.004446331,0.086793723,0.730173013,NA
ENSMUSG00000090706.1,NA,ENSMUSG00000090706.1,NA,NA,3.951419328,-0.002813426,0.09425205,0.73022328,NA
Czib,Czib,Czib,74098,CXXC motif containing zinc binding protein,981.2053344,0.009901329,0.063144775,0.730228432,0.961333012
Ltbp1,Ltbp1,Ltbp1,268977,latent transforming growth factor beta binding protein 1,5.443934795,0.002801606,0.094306573,0.730257953,NA
Stom,Stom,Stom,13830,stomatin,17.97127434,-0.004366072,0.087135197,0.730380371,NA
Gm19951,Gm19951,Gm19951,105245440,"predicted gene, 19951",17.95249865,0.00440203,0.086972453,0.730405503,NA
Gm10845,Gm10845,Gm10845,100038734,predicted gene 10845,2.609573544,0.002470077,0.095891102,0.730526961,NA
Uckl1os,Uckl1os,Uckl1os,100271841,"uridine-cytidine kinase 1-like 1, opposite strand",36.98556932,-0.006128593,0.079031892,0.730604455,0.961642605
Creb3l2,Creb3l2,Creb3l2,208647,cAMP responsive element binding protein 3-like 2,232.7200191,0.009271672,0.065620451,0.730618752,0.961642605
Nupr1l,Nupr1l,Nupr1l,69034,nuclear protein transcriptional regulator 1 like,17.38820441,-0.004644471,0.085867617,0.730627074,NA
Kcnc1,Kcnc1,Kcnc1,16502,"potassium voltage gated channel, Shaw-related subfamily, member 1",51.61766943,-0.006662862,0.076514179,0.730798962,0.961666899
Gm2253,Gm2253,Gm2253,115486937,ribosomal protein L28 pseudogene,8.96694121,0.003795382,0.089654389,0.730888337,NA
Ankrd40cl,Ankrd40cl,Ankrd40cl,102639132,ANKRD40 C-terminal like,53.71156321,0.006468758,0.077403962,0.73089654,0.961666899
ENSMUSG00000106751.1,NA,ENSMUSG00000106751.1,NA,NA,94.35509041,0.006892427,0.07544378,0.73091797,0.961666899
ENSMUSG00000107286.1,NA,ENSMUSG00000107286.1,NA,NA,140.6661697,-0.00717033,0.074179782,0.730986237,0.961666899
Yeats4,Yeats4,Yeats4,64050,YEATS domain containing 4,881.2358214,-0.009959624,0.062767586,0.731025104,0.961666899
ENSMUSG00000088689.1,NA,ENSMUSG00000088689.1,NA,NA,11.71200996,-0.004280665,0.087460872,0.731075938,NA
Zfhx3,Zfhx3,Zfhx3,11906,zinc finger homeobox 3,3.918512687,-0.002894554,0.093805216,0.731251867,NA
Gm9521,Gm9521,Gm9521,671190,eukaryotic translation elongation factor 1 alpha 1 pseudogene,1.746054319,0.002138686,0.097476227,0.731274972,NA
